IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
088254-12072021,12 Jul 2021,2021,20:17:49,20,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W12,0,21000108,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522050,179850,,,London,Hammersmith,,,,,,,1,4,1408,1
088261-12072021,12 Jul 2021,2021,20:19:05,20,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21001256,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013753,Wormholt,Wormholt,,,522150,180150,,,London,Acton,,,,,1,1,1,1,352,1
088266-12072021,12 Jul 2021,2021,20:20:58,20,Special Service,Flood call attended - Batch mobilised,Flooding,Non Residential,Infant/Primary school,Correct incident location,SW6 7HB,SW6,34055742,21000320,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,524580,177343,524550,177350,51.4813329934,-0.20730557,London,Fulham,,,,,,,1,5,1760,1
088282-12072021,12 Jul 2021,2021,20:24:29,20,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Within same building,,W14,0,21000273,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523550,179250,,,London,Hammersmith,,,,,,,1,4,1408,1
088300-12072021,12 Jul 2021,2021,20:29:08,20,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Within same building,,W12,0,21000272,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522850,179850,,,London,Hammersmith,,,,,,,1,4,1408,1
088311-12072021,12 Jul 2021,2021,20:32:23,20,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Within same building,,W12,0,21000549,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522550,179750,,,London,Hammersmith,,,,,,,1,4,1408,1
088349-12072021,12 Jul 2021,2021,20:44:44,20,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Within same building,,W12,0,21000808,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523550,180050,,,London,Hammersmith,,,,,,,1,4,1408,1
088351-12072021,12 Jul 2021,2021,20:45:18,20,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Within same building,,W12,0,21000636,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522250,179550,,,London,Hammersmith,,,,,,,1,4,1408,1
088361-12072021,12 Jul 2021,2021,20:48:20,20,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Within same building,,W6,0,21000677,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,522550,179050,,,London,Hammersmith,769,Heathrow,,,1,1,1,1,352,1
088394-12072021,12 Jul 2021,2021,20:56:10,20,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W14,0,21000411,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,524150,178750,,,London,Hammersmith,,,,,,,1,20,7040,2
088418-12072021,12 Jul 2021,2021,21:02:40,21,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21001183,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,525150,177050,,,London,Fulham,415,Wandsworth,,,1,1,1,1,352,1
088421-12072021,12 Jul 2021,2021,21:03:30,21,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W6,0,21000553,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523350,179450,,,London,Hammersmith,2,Acton,,,1,1,1,2,704,1
088424-12072021,12 Jul 2021,2021,21:03:48,21,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W6,0,21000679,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,522650,178850,,,London,Hammersmith,,,,,,,1,13,4576,1
088492-12072021,12 Jul 2021,2021,21:32:05,21,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21000108,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522050,179950,,,London,Hammersmith,,,,,,,1,13,4576,1
088508-12072021,12 Jul 2021,2021,21:37:25,21,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W12,0,21000686,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523850,179750,,,London,Hammersmith,,,,,,,1,5,1760,1
088520-12072021,12 Jul 2021,2021,21:40:47,21,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21001183,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,525150,177050,,,London,Fulham,535,Chelsea,,,1,1,1,1,352,1
088526-12072021,12 Jul 2021,2021,21:42:15,21,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W12,0,21000133,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522550,179750,,,London,Hammersmith,,,,,,,1,4,1408,1
088543-12072021,12 Jul 2021,2021,21:49:18,21,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21001095,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,,,523450,177350,,,London,Fulham,,,,,,,1,5,1760,1
088588-12072021,12 Jul 2021,2021,22:04:30,22,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W12,0,21000724,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523450,179750,,,London,Hammersmith,,,,,,,1,4,1408,1
088590-12072021,12 Jul 2021,2021,22:05:24,22,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W12,0,21000636,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522350,179650,,,London,Hammersmith,,,,,,,1,4,1408,1
088592-12072021,12 Jul 2021,2021,22:06:11,22,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W6,0,21000620,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523150,179050,,,London,Hammersmith,,,,,,,1,5,1760,1
088618-12072021,12 Jul 2021,2021,22:15:32,22,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W6,0,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523450,179550,,,London,Hammersmith,,,,,,,1,5,1760,1
088665-12072021,12 Jul 2021,2021,22:32:47,22,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Within same building,,W12,0,21000507,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522450,179450,,,London,Hammersmith,,,,,,,1,2,704,1
088677-12072021,12 Jul 2021,2021,22:37:00,22,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,W6,0,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523450,179150,,,London,Hammersmith,,,,,,,1,2,704,1
088701-12072021,12 Jul 2021,2021,22:46:12,22,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW6,0,21000844,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,,,524450,176750,,,London,Fulham,,,,,,,1,20,7040,2
088715-12072021,12 Jul 2021,2021,22:50:00,22,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W12,0,21000897,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523850,179750,,,London,Hammersmith,,,,,,,1,3,1056,1
088716-12072021,12 Jul 2021,2021,22:50:50,22,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,W6,0,21000620,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523150,178850,,,London,Hammersmith,,,,,,,1,2,704,1
088779-12072021,12 Jul 2021,2021,23:25:16,23,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W14,0,21000144,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524650,177850,,,London,Fulham,267,Fulham,,,1,1,1,1,352,1
088781-12072021,12 Jul 2021,2021,23:28:29,23,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W12,0,21000254,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522150,179750,,,London,Hammersmith,,,,,,,,,,2
088796-12072021,12 Jul 2021,2021,23:35:16,23,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W12,0,21000133,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522550,179850,,,London,Hammersmith,,,,,,,1,4,1408,1
088807-12072021,12 Jul 2021,2021,23:43:01,23,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,W6,0,21000620,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523150,178850,,,London,Hammersmith,,,,,,,1,2,704,1
088820-12072021,12 Jul 2021,2021,23:49:47,23,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Within same building,,W12,0,21000876,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522350,179550,,,London,Hammersmith,,,,,,,1,2,704,1
088825-12072021,12 Jul 2021,2021,23:52:47,23,Special Service,Flood call attended - Batch mobilised,Flooding,Other Residential,Youth hostel ,Correct incident location,W14 0LL,W14,34033709,21000337,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,523946,179443,523950,179450,51.500345,-0.2157051,London,Hammersmith,,,,,,,1,3,1056,1
088860-13072021,13 Jul 2021,2021,00:26:19,0,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W14,0,21000737,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,524250,179150,,,London,Hammersmith,,,,,,,1,4,1408,1
088862-13072021,13 Jul 2021,2021,00:27:16,0,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W6,0,21000161,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523950,178750,,,London,Hammersmith,,,,,,,1,3,1056,1
088867-13072021,13 Jul 2021,2021,00:31:57,0,Special Service,Flood call attended - Batch mobilised,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W12,0,21000380,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523150,179650,,,London,Hammersmith,,,,,,,1,2,704,1
088916-13072021,13 Jul 2021,2021,02:10:03,2,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W6,0,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523450,179150,,,London,Hammersmith,,,,,,,1,4,1408,1
088967-13072021,13 Jul 2021,2021,03:11:17,3,Special Service,Flood call attended - Batch mobilised,No action (not false alarm),Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W6,0,21000620,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523150,179050,,,London,Hammersmith,,,,,,,1,2,704,1
088976-13072021,13 Jul 2021,2021,03:19:37,3,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W6,0,21000745,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523050,178850,,,London,Hammersmith,,,,,,,1,5,1760,1
088992-13072021,13 Jul 2021,2021,03:34:18,3,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,SW6 3QU,SW6,34130006,21000164,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,Parsons Green & Sandford,Parsons Green & Sandford,525096,176258,525050,176250,51.4714760165,-0.200267631,London,Fulham,219,Fulham,408,Chelsea,2,2,2,1,352,1
088993-13072021,13 Jul 2021,2021,03:35:36,3,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W14,0,21000131,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523750,179250,,,London,Hammersmith,,,,,,,1,3,1056,1
089004-13072021,13 Jul 2021,2021,03:51:47,3,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,SW6 3QU,SW6,34130006,21000164,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,Parsons Green & Sandford,Parsons Green & Sandford,525094,176254,525050,176250,51.471440629,-0.2002892085,London,Fulham,211,Fulham,267,Chelsea,2,2,2,1,352,1
089013-13072021,13 Jul 2021,2021,04:01:02,4,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W12,0,21000380,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523050,179650,,,London,Hammersmith,,,,,,,1,5,1760,1
089021-13072021,13 Jul 2021,2021,04:11:45,4,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W6,0,21000620,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523150,178850,,,London,Hammersmith,,,,,,,1,5,1760,1
089025-13072021,13 Jul 2021,2021,04:19:13,4,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Within same building,,W12,0,21000382,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522450,179750,,,London,Hammersmith,,,,,,,1,3,1056,1
089029-13072021,13 Jul 2021,2021,04:21:53,4,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W12,0,21000380,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523150,179650,,,London,Hammersmith,,,,,,,1,5,1760,1
089065-13072021,13 Jul 2021,2021,05:03:30,5,Special Service,Flood call attended - Batch mobilised,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W12,0,21000133,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522550,179750,,,London,Hammersmith,,,,,,,1,1,352,1
089067-13072021,13 Jul 2021,2021,05:05:44,5,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W12,0,21000305,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522450,179750,,,London,Hammersmith,,,,,,,1,3,1056,1
089071-13072021,13 Jul 2021,2021,05:10:08,5,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W6,0,21000410,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523150,179150,,,London,Hammersmith,,,,,,,1,13,4576,1
089099-13072021,13 Jul 2021,2021,05:46:14,5,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W6,0,21000478,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,522350,178650,,,London,Hammersmith,,,,,,,1,3,1056,1
089104-13072021,13 Jul 2021,2021,05:50:20,5,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,House - single occupancy ,Within same building,,SW6,0,21000786,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013744,Palace & Hurlingham,Palace & Hurlingham,,,523750,176550,,,London,Fulham,,,,,,,1,3,1056,1
089113-13072021,13 Jul 2021,2021,05:58:15,5,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W12,0,21000191,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522550,179650,,,London,Hammersmith,,,,,,,1,3,1056,1
089115-13072021,13 Jul 2021,2021,05:59:35,5,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W12,0,21000876,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522350,179550,,,London,Hammersmith,,,,,,,1,3,1056,1
089125-13072021,13 Jul 2021,2021,06:05:35,6,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W6,0,21000679,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,522750,178850,,,London,Hammersmith,,,,,,,1,3,1056,1
089126-13072021,13 Jul 2021,2021,06:06:49,6,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W6,0,21000098,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523450,179350,,,London,Hammersmith,,,,,,,1,3,1056,1
089145-13072021,13 Jul 2021,2021,06:19:09,6,Special Service,Flood call attended - Batch mobilised,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W6,0,21000745,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,523150,178850,,,London,Hammersmith,,,,,,,1,3,1056,1
